sentence,sentiment,topic,sentence_final,sentence_segmented,len_original,len_final,len_segmented
bài tập trên lớp nên được giới thiệu ngay từ đầu tiết học để học sinh không tốn thời gian đọc đề cũng như có thể suy nghĩ cách giải cùng lúc với việc nghe giảng .,0,1,bài tập trên lớp nên được giới thiệu ngay từ đầu tiết học để học sinh không tốn thời gian đọc đề cũng như có thể suy nghĩ cách giải cùng lúc với việc nghe giảng .,bài_tập trên lớp nên được giới_thiệu ngay từ đầu tiết_học để học_sinh không tốn thời_gian đọc đề cũng như có_thể suy_nghĩ cách giải cùng lúc với việc nghe giảng .,37,37,30
giảng viên cho bài tập hay .,2,0,giảng viên cho bài tập hay .,giảng_viên cho bài_tập hay .,7,7,5
cập nhật bài tập mới .,0,1,cập nhật bài tập mới .,cập_nhật bài_tập mới .,6,6,4
"lên lớp ai làm việc người ấy , thầy không có giảng gì thêm .",0,0,lên lớp ai làm việc người ấy thầy không có giảng gì thêm .,lên lớp ai làm_việc người ấy thầy không có giảng gì thêm .,15,14,13
"tận tâm , nhiệt tình , quan tâm đến sinh viên .",2,0,tận tâm nhiệt tình quan tâm đến sinh viên .,tận tâm_nhiệt_tình quan_tâm đến sinh_viên .,12,10,6
phản hồi giải đáp thắc mắc cho sinh viên .,2,0,phản hồi giải đáp thắc mắc cho sinh viên .,phản_hồi giải_đáp thắc_mắc cho sinh_viên .,10,10,6
dạy quá nhanh .,0,0,dạy quá nhanh .,dạy quá nhanh .,4,4,4
mong ban thiết bị sớm khắc phục ạ !,0,2,mong ban thiết bị sớm khắc phục ạ,mong ban thiết_bị sớm khắc_phục ạ,9,8,6
môn này cần làm đề tài để áp dụng lý thuyết vào thực tiễn mà trên lớp chỉ học một đống lý thuyết và hiếm ai nhớ đa số khá buồn ngủ khi lên lớp .,0,1,môn này cần làm đề tài để áp dụng lý thuyết vào thực tiễn mà trên lớp chỉ học một đống lý thuyết và hiếm ai nhớ đa số khá buồn ngủ khi lên lớp .,môn này cần làm đề_tài để áp_dụng lý_thuyết vào thực_tiễn mà trên lớp chỉ học một đống lý_thuyết và hiếm ai nhớ đa_số khá buồn_ngủ khi lên lớp .,36,36,29
"giảng viên nên đổi mới phương pháp giảng dạy , tránh thô cứng , không hấp dẫn sinh viên .",0,0,giảng viên nên đổi mới phương pháp giảng dạy tránh thô cứng không hấp dẫn sinh viên .,giảng_viên nên đổi_mới phương_pháp giảng_dạy tránh thô_cứng không hấp_dẫn sinh_viên .,20,18,11
"nhiệt tình , tạo cách chủ động cho học sinh tiếp cận với môn học và tham gia các chương trình phong trào liên quan để nâng cao kỹ năng .",2,0,nhiệt tình tạo cách chủ động cho học sinh tiếp cận với môn học và tham gia các chương trình phong trào liên quan để nâng cao kỹ năng .,nhiệt_tình tạo cách chủ_động cho học_sinh tiếp_cận với môn_học và tham_gia các chương_trình phong_trào liên_quan để nâng cao kỹ_năng .,31,30,20
"cô dạy rất tận tình , dễ hiểu .",2,0,cô dạy rất tận tình dễ hiểu .,cô dạy rất tận_tình dễ hiểu .,9,8,7
không đáp ứng được nhu cầu của sinh viên .,0,1,không đáp ứng được nhu cầu của sinh viên .,không đáp_ứng được nhu_cầu của sinh_viên .,10,10,7
thầy rất nhiệt tình với chúng em và điều này làm em rất hài lòng .,2,0,thầy rất nhiệt tình với chúng em và điều này làm em rất hài lòng .,thầy rất nhiệt_tình với chúng_em và điều này làm em rất hài_lòng .,16,16,13
cách giảng dạy của thầy rất hay và có phần dễ hiễu .,2,0,cách giảng dạy của thầy rất hay và có phần dễ hiễu .,cách giảng_dạy của thầy rất hay và có phần dễ hiễu .,13,13,12
"nhiệt tình , dễ thương .",2,0,nhiệt tình dễ thương .,nhiệt_tình dễ_thương .,6,5,3
không hướng dẫn đồ án .,0,0,không hướng dẫn đồ án .,không hướng_dẫn đồ_án .,6,6,4
em xin đề nghị nhà trường nên bổ sung tài liệu về môn học và cập nhật nội dung .,0,1,em xin đề nghị nhà trường nên bổ sung tài liệu về môn học và cập nhật nội dung .,em xin đề_nghị nhà_trường nên bổ_sung tài_liệu về môn_học và cập_nhật nội_dung .,20,20,13
"chép bài rất nhiều , lãng phí thời gian nghe giảng .",0,0,chép bài rất nhiều lãng phí thời gian nghe giảng .,chép bài rất nhiều lãng_phí thời_gian nghe giảng .,12,11,9
"em không học thầy wzjwz178 kỳ này , giáo viên thực hành có 2 người nên có lẽ daa nhầm .",0,0,em không học thầy kỳ này giáo viên thực hành có 2 người nên có lẽ daa nhầm .,em không học thầy_kỳ này giáo_viên thực_hành có 2 người nên có_lẽ daa nhầm .,21,19,15
đề thi môn dài sinh viên làm không đủ thời gian .,0,3,đề thi môn dài sinh viên làm không đủ thời gian .,đề thi_môn dài sinh_viên làm không đủ thời_gian .,12,12,9
cho làm nhiều bài test .,0,0,cho làm nhiều bài test .,cho làm nhiều bài test .,6,6,6
theo em thì nên thi phòng máy nào có visual 2013 trở lên .,0,2,theo em thì nên thi phòng máy nào có visual 2013 trở lên .,theo em thì nên thi phòng máy nào có visual 2013 trở lên .,14,14,14
cần thêm nhiều tài liệu cho môn học .,0,1,cần thêm nhiều tài liệu cho môn học .,cần thêm nhiều tài_liệu cho môn_học .,9,9,7
thầy giảng dạy tốt .,2,0,thầy giảng dạy tốt .,thầy giảng_dạy tốt .,5,5,4
mong thầy có thể hướng dẫn cách cụ thể nhất cho những bài khó .,0,0,mong thầy có thể hướng dẫn cách cụ thể nhất cho những bài khó .,mong thầy có_thể hướng_dẫn cách cụ_thể nhất cho những bài khó .,15,15,12
thầy cần cho bài tập và hướng dẫn nhiều hơn .,0,0,thầy cần cho bài tập và hướng dẫn nhiều hơn .,thầy cần cho bài_tập và hướng_dẫn nhiều hơn .,11,11,9
"giáo viên lên lớp đúng giờ , giảng bài sôi động .",2,0,giáo viên lên lớp đúng giờ giảng bài sôi động .,giáo_viên lên lớp đúng giờ giảng_bài sôi_động .,12,11,8
em thấy thầy chỉ giảng cho có .,0,0,em thấy thầy chỉ giảng cho có .,em thấy thầy chỉ giảng cho có .,8,8,8
cần xác định rõ mục đích môn học và cho sinh viên đề cương chi tiết môn học trước khi bắt đầu .,0,1,cần xác định rõ mục đích môn học và cho sinh viên đề cương chi tiết môn học trước khi bắt đầu .,cần xác_định rõ mục_đích môn_học và cho sinh_viên đề_cương chi_tiết môn_học trước khi bắt_đầu .,23,23,15
"thầy nói chuyện với sinh viên rất tự nhiên , chia sẻ kinh nghiệm thực tế .",2,0,thầy nói chuyện với sinh viên rất tự nhiên chia sẻ kinh nghiệm thực tế .,thầy nói_chuyện với sinh_viên rất tự_nhiên chia_sẻ kinh_nghiệm thực_tế .,17,16,10
dạy theo sát chương trình .,2,0,dạy theo sát chương trình .,dạy theo sát chương_trình .,6,6,5
cung cấp thêm trang thiết bị phục vụ nhu cầu môn học .,0,2,cung cấp thêm trang thiết bị phục vụ nhu cầu môn học .,cung_cấp thêm trang_thiết_bị phục_vụ nhu_cầu môn_học .,13,13,7
đề nghị nâng cấp phòng lab khoa mạng .,0,2,đề nghị nâng cấp phòng lab khoa mạng .,đề_nghị nâng_cấp phòng lab khoa mạng .,9,9,7
"thầy giảng hay và tâm huyết , bài giảng có tính thực tiễn cao .",2,0,thầy giảng hay và tâm huyết bài giảng có tính thực tiễn cao .,thầy giảng hay và tâm_huyết bài giảng có tính thực_tiễn cao .,15,14,12
đi dạy đúng giờ .,2,0,đi dạy đúng giờ .,đi dạy đúng giờ .,5,5,5
"thầy cung cấp nhiều kiến thức mới , thầy dạy tận tâm và nhiệt tình !",2,0,thầy cung cấp nhiều kiến thức mới thầy dạy tận tâm và nhiệt tình,thầy cung_cấp nhiều kiến_thức mới thầy dạy tận_tâm và nhiệt_tình,16,14,10
có tăng thêm nhiều ví dụ để minh họa cho lý thuyết vì có nhiều phần lý thuyết rất trừu tượng .,2,0,có tăng thêm nhiều ví dụ để minh họa cho lý thuyết vì có nhiều phần lý thuyết rất trừu tượng .,có tăng thêm nhiều ví_dụ để minh_họa cho lý_thuyết vì có nhiều phần lý_thuyết rất trừu_tượng .,22,22,17
các yêu cầu về đồ án môn học nên đươc đưa ra chính xác trước khi sinh viên bắt đầu thực hiện chia nhóm và làm đồ án .,0,1,các yêu cầu về đồ án môn học nên đươc đưa ra chính xác trước khi sinh viên bắt đầu thực hiện chia nhóm và làm đồ án .,các yêu_cầu về đồ_án môn_học nên đươc đưa ra chính_xác trước khi sinh_viên bắt_đầu thực_hiện chia nhóm và làm đồ_án .,29,29,21
"dạy dễ hiểu dễ tiếp thu , tập trung vài kiến thức trọng tâm .",2,0,dạy dễ hiểu dễ tiếp thu tập trung vài kiến thức trọng tâm .,dạy dễ hiểu dễ tiếp_thu tập_trung vài kiến_thức trọng_tâm .,15,14,10
"dạy chưa được kỹ lắm , điểm nên thoáng hơn .",0,0,dạy chưa được kỹ lắm điểm nên thoáng hơn .,dạy chưa được kỹ lắm điểm nên thoáng hơn .,11,10,10
chưa chuẩn bị kỹ bài giảng để có thể trả lời các thắc mắc của sinh viên trên lớp .,0,0,chưa chuẩn bị kỹ bài giảng để có thể trả lời các thắc mắc của sinh viên trên lớp .,chưa chuẩn_bị kỹ bài giảng để có_thể trả_lời các thắc_mắc của sinh_viên trên lớp .,20,20,15
cô khá tận tâm cho học sinh .,2,0,cô khá tận tâm cho học sinh .,cô khá tận_tâm cho học_sinh .,8,8,6
"cần cải cách lại nội dung các bài thực hành , một số kiến nội dung trong bài thực hành đã trở nên lỗi thời .",0,1,cần cải cách lại nội dung các bài thực hành một số kiến nội dung trong bài thực hành đã trở nên lỗi thời .,cần cải_cách lại nội_dung các bài thực_hành một_số kiến nội_dung trong bài thực_hành đã trở_nên lỗi_thời .,26,25,17
giảng viên có khả năng truyền đạt kiến thức tốt .,2,0,giảng viên có khả năng truyền đạt kiến thức tốt .,giảng_viên có khả_năng truyền_đạt kiến_thức tốt .,11,11,7
cho làm nhiều bài tập .,0,0,cho làm nhiều bài tập .,cho làm nhiều bài_tập .,6,6,5
nghiên cứu khoa học .,1,3,nghiên cứu khoa học .,nghiên_cứu khoa_học .,5,5,3
"giáo viên dạy rất tận tâm , nhiệt tình .",2,0,giáo viên dạy rất tận tâm nhiệt tình .,giáo_viên dạy rất tận_tâm nhiệt_tình .,10,9,6
thầy cô hướng dẫn đồ án hệ thống thông tin cần có thêm một vài buổi gặp mặt với sinh viên và đưa ra lịch cố định trên trường để sinh viên thắc mắc có thể lên hỏi trực tiếp !,0,0,thầy cô hướng dẫn đồ án hệ thống thông tin cần có thêm một vài buổi gặp mặt với sinh viên và đưa ra lịch cố định trên trường để sinh viên thắc mắc có thể lên hỏi trực tiếp,thầy cô hướng_dẫn đồ_án hệ_thống thông_tin cần có thêm một_vài buổi gặp_mặt với sinh_viên và đưa ra lịch cố_định trên trường để sinh_viên thắc_mắc có_thể lên hỏi trực_tiếp,41,40,28
chỉ thông báo trên lớp sẽ khó tránh sai sót .,0,3,chỉ thông báo trên lớp sẽ khó tránh sai sót .,chỉ thông_báo trên lớp sẽ khó tránh sai_sót .,11,11,9
cô viết ở góc bảng gần chổ bụt giảng khiến nhiều khi khó quan sát được ạ .,0,0,cô viết ở góc bảng gần chổ bụt giảng khiến nhiều khi khó quan sát được ạ .,cô viết ở góc bảng gần chổ bụt_giảng khiến nhiều khi khó quan_sát được ạ .,18,18,16
đề nghị lắp thêm quạt .,0,2,đề nghị lắp thêm quạt .,đề_nghị lắp thêm quạt .,6,6,5
dạy kỹ .,2,0,dạy kỹ .,dạy kỹ .,3,3,3
bài tập cần đa dạng hơn .,0,1,bài tập cần đa dạng hơn .,bài_tập cần đa_dạng hơn .,7,7,5
nói rất nhỏ .,0,0,nói rất nhỏ .,nói rất nhỏ .,4,4,4
có lúc làm bài sai giáo viên nói làm hơi tự ái .,0,0,có lúc làm bài sai giáo viên nói làm hơi tự ái .,có lúc làm bài sai giáo_viên nói làm hơi tự_ái .,13,13,11
không sửa các bài tập thực hành .,0,0,không sửa các bài tập thực hành .,không sửa các bài_tập thực_hành .,8,8,6
em chưa hiểu rõ cách thức chấm điểm bài kiểm tra thực hành .,0,1,em chưa hiểu rõ cách thức chấm điểm bài kiểm tra thực hành .,em chưa hiểu rõ cách_thức chấm điểm bài kiểm_tra thực_hành .,14,14,11
làm bài tập nhiều mặc dù không hiểu lắm .,0,1,làm bài tập nhiều mặc dù không hiểu lắm .,làm bài_tập nhiều mặc_dù không hiểu lắm .,10,10,8
thi thoảng nghỉ học không thông báo trên daa .,0,0,thi thoảng nghỉ học không thông báo trên daa .,thi_thoảng nghỉ học không thông_báo trên daa .,10,10,8
"thầy dạy dễ hiểu , tiết học dễ hiểu , sôi nổi .",2,0,thầy dạy dễ hiểu tiết học dễ hiểu sôi nổi .,thầy dạy dễ hiểu tiết_học dễ hiểu sôi_nổi .,13,11,9
"thầy giảng dạy nhiệt tình , truyền cảm .",2,0,thầy giảng dạy nhiệt tình truyền cảm .,thầy giảng_dạy nhiệt_tình truyền_cảm .,9,8,5
"giảng dạy rất chi tiết , dễ hiểu và dễ tiếp thu .",2,0,giảng dạy rất chi tiết dễ hiểu và dễ tiếp thu .,giảng_dạy rất chi_tiết dễ hiểu và dễ tiếp_thu .,13,12,9
